Government Transfers,,
"for the Fiscal Year Ended March 31, 2019",,
"(Details of payees receiving $25,000 or more)",,
,,
NAME,MINISTRY,AMOUNT
CENTRAL COAST REGIONAL DISTRICT,Municipal Affairs and Housing,"201,372"
CENTRAL COAST REGIONAL DISTRICT,Public Safety and Solicitor General,"92,675"
CENTRAL COAST REGIONAL DISTRICT,Transportation and Infrastructure,"289,532"
CENTRAL FRASER VALLEY SEARCH AND RESCUE SOCIETY,Attorney General,"55,000"
CENTRAL FRASER VALLEY SEARCH AND RESCUE SOCIETY,Public Safety and Solicitor General,53
CENTRAL ISLAND INDEPENDENT SCHOOL SOCIETY,Attorney General,"35,000"
CENTRAL ISLAND INDEPENDENT SCHOOL SOCIETY,Children and Family Development,"37,787"
CENTRAL ISLAND INDEPENDENT SCHOOL SOCIETY,Education,"790,684"
CENTRAL KOOTENAY INVASIVE SPECIES SOCIETY,"Forests, Lands, Natural Resource Operations and Rural Development","130,000"
CENTRAL MIDDLE SCHOOL P A C (VICTORIA),Attorney General,"27,456"
CENTRAL OKANAGAN BINGO ASSOCIATION,Attorney General,"35,500"
CENTRAL OKANAGAN COMMUNITY FOODBANK SOCIETY,Attorney General,"210,000"
CENTRAL OKANAGAN COUNSELLING SERVICES,Attorney General,"111,037"
CENTRAL OKANAGAN CRIME STOPPERS,Attorney General,"25,000"
CENTRAL OKANAGAN ELIZABETH FRY SOCIETY,Attorney General,"72,500"
CENTRAL OKANAGAN ELIZABETH FRY SOCIETY,Children and Family Development,"101,237"
CENTRAL OKANAGAN ELIZABETH FRY SOCIETY,Public Safety and Solicitor General,"351,468"
CENTRAL OKANAGAN EMERGENCY SHELTER SOCIETY,"Advanced Education, Skills and Training",533
CENTRAL OKANAGAN EMERGENCY SHELTER SOCIETY,Attorney General,"66,000"
CENTRAL OKANAGAN EMERGENCY SHELTER SOCIETY,Public Safety and Solicitor General,"115,513"
CENTRAL OKANAGAN HOSPICE ASSOCIATION,Attorney General,"67,000"
CENTRAL OKANAGAN MINOR BASEBALL ASSOCIATION,Attorney General,"42,000"
CENTRAL OKANAGAN REGION NUTRITION SOCIETY,Attorney General,"54,000"
CENTRAL OKANAGAN SAILING ASSOCIATION,Attorney General,"29,000"
CENTRAL OKANAGAN SEARCH & RESCUE,Attorney General,"82,200"
CENTRAL OKANAGAN SEARCH & RESCUE,Public Safety and Solicitor General,"4,926"
CENTRAL VANCOUVER ISLAND JOB OPPORTUNITIES BUILDING SOCIETY,Social Development and Poverty Reduction,"2,302,493"
CENTRAL VANCOUVER ISLAND MULTICULTURAL SOCIETY,"Advanced Education, Skills and Training","172,067"
CENTRAL VANCOUVER ISLAND MULTICULTURAL SOCIETY,"Jobs, Trade and Technology","154,735"
CENTRAL VANCOUVER ISLAND MULTICULTURAL SOCIETY,"Tourism, Arts and Culture","10,200"
CENTRE CULTUREL FRANCOPHONE DE L'OKANAGAN,Attorney General,"40,000"
CENTRE CULTUREL FRANCOPHONE DE VANCOUVER,Attorney General,"81,000"
CENTRE FOR ADDICTION AND MENTAL HEALTH,Health,"191,280"
"CENTRE FOR COLLABORATION, MOTIVATION AND INNOVATION SOCIETY",Health,"299,650"
CENTRE FOR SENIORS INFORMATION BC INTERIOR SOCIETY,Attorney General,"70,000"
CENTRE FOR SENIORS INFORMATION BC INTERIOR SOCIETY,Health,"100,000"
CENTURY PLAZA HOTEL & SPA,Social Development and Poverty Reduction,"111,039"
"CEPIC, TEODORA","Tourism, Arts and Culture","30,000"
CEREBRAL PALSY ASSOCIATION OF BRITISH COLUMBIA,Attorney General,"52,500"
CEREBRAL PALSY SPORTS ASSOCIATION OF BRITISH COLUMBIA,Attorney General,"75,000"
CERTIFIED ORGANIC ASSOCIATIONS OF BRITISH COLUMBIA,Agriculture,"95,495"
"CEY, JODY KATHERINE",Children and Family Development,"36,000"
CFB ESQUIMALT MILITARY FAMILY RESOURCE CENTRE,Children and Family Development,"143,054"
CGI INFORMATION SYSTEMS AND MANAGEMENT CONSULTANTS INC.,Education,"35,338"
CHABAD OF VANCOUVER ISLAND,Children and Family Development,"130,337"
"CHABOT, LAWNEY BLAIR",Social Development and Poverty Reduction,"63,174"
"CHADWICK, LISA DARLENE",Children and Family Development,"95,759"
"CHAHAL, KALBIR KAUR",Children and Family Development,"31,387"
"CHAHAL, RAJWINDER & CHAHAL, AVTAR",Agriculture,"42,628"
CHALO INDEPENDENT SCHOOL SOCIETY,Education,"1,006,986"
"CHAMBERS, TRACY & CHAMBERS, KEVIN",Children and Family Development,"100,325"
CHAMPLAIN HEIGHTS CITIZENS SOCIETY,Children and Family Development,"88,418"
CHANCE YOUTH SERVICES LTD.,Children and Family Development,"251,386"
"CHAND, SARITA D",Children and Family Development,"38,283"
"CHANDLER, GAYLE MARIE",Children and Family Development,"28,007"
"CHANELL, CAITLIN KAREN",Children and Family Development,"26,831"
CHANGING ADDICTIVE ATTITUDES RECOVERY SOCIETY OF BRITISH COLUMBIA,Social Development and Poverty Reduction,"291,246"
CHAPEL OF MEMORIES FUNERAL DIRECTORS,Social Development and Poverty Reduction,"36,837"
"CHAPMAN, AMANDA J",Children and Family Development,"102,677"
"CHAPMAN, JANET M",Children and Family Development,"41,224"
"CHAPMAN, LORIE LEE",Children and Family Development,"72,257"
"CHAPMAN, NICOLE MARIE",Children and Family Development,"29,301"
"CHAPMAN, RANDALL & CHAPMAN, JENNIFER",Children and Family Development,"142,533"
"CHARLEBOIS, DANIELLE SUZANNE",Children and Family Development,"104,536"
CHARLES ZHOU PERSONAL REAL ESTATE CORPORATION,"Advanced Education, Skills and Training","46,667"
"CHARLES, ALEXIS DARREN",Children and Family Development,"78,762"
CHARLFORD HOUSE SOCIETY FOR WOMEN,Attorney General,"36,500"
CHARLFORD HOUSE SOCIETY FOR WOMEN,Social Development and Poverty Reduction,"161,280"
"CHARLIE, JACKLINE ANN",Children and Family Development,"28,616"
"CHARTRAND, MARY JANE",Children and Family Development,"39,776"
CHARTWELL MALASPINA CARE RESIDENCE,Social Development and Poverty Reduction,"136,249"
CHASE FUNDRAISING SOCIETY,Public Safety and Solicitor General,"41,932"
"CHASE, MORIAH ANNE & CHASE, BRANDEN TYLER",Children and Family Development,"26,031"
CHAWATHIL FIRST NATION,"Advanced Education, Skills and Training","257,073"
CHAWATHIL FIRST NATION,Children and Family Development,"20,000"
CHAWATHIL FIRST NATION,Environment and Climate Change Strategy,"1,500"
CHAWATHIL FIRST NATION,Indigenous Relations and Reconciliation,"127,628"
CHAWATHIL FIRST NATION,Public Safety and Solicitor General,"4,870"
CHEAM FIGURE SKATING CLUB,Attorney General,"32,000"
CHEAM FIRST NATION,Children and Family Development,"30,000"
CHEAM FIRST NATION,"Forests, Lands, Natural Resource Operations and Rural Development","100,000"
CHEAM FIRST NATION,Indigenous Relations and Reconciliation,"120,811"
CHEAM FIRST NATION,Municipal Affairs and Housing,"15,257"
CHEAM VIEW GREENHOUSE,Agriculture,"32,517"
CHECKFRONT INC.,"Advanced Education, Skills and Training","32,013"
CHECKMATE CABS LTD.,Children and Family Development,"2,005"
CHECKMATE CABS LTD.,Public Safety and Solicitor General,35
CHECKMATE CABS LTD.,Social Development and Poverty Reduction,"26,283"
CHELSEY HOUSE (2003) LTD.,Social Development and Poverty Reduction,"100,425"
CHEMAINUS COMMUNITY SCHOOLS ASSOCIATION,Attorney General,"20,300"
CHEMAINUS COMMUNITY SCHOOLS ASSOCIATION,Children and Family Development,"9,538"
CHEMAINUS FIRST NATION,"Advanced Education, Skills and Training","264,517"
CHEMAINUS FIRST NATION,Indigenous Relations and Reconciliation,"246,921"
CHEMAINUS FIRST NATION CHILD CARE,Children and Family Development,"246,824"
"CHEN, CEN",Children and Family Development,"66,376"
"CHEN, CHUAN YU","Advanced Education, Skills and Training","46,667"
"CHEN, FENG",Children and Family Development,"56,352"
"CHEN, JUAN",Children and Family Development,"73,802"
"CHENG, HSU FANG & CHOO, HYIJIN",Children and Family Development,"71,536"
"CHENG, YING (CINDY)",Children and Family Development,"30,247"
CHERRY CREEK WATERWORKS DISTRICT,Public Safety and Solicitor General,"95,610"
CHERUB MONTESSORI INC.,Children and Family Development,"80,975"
CHESHIRE HOMES SOCIETY OF BRITISH COLUMBIA,"Advanced Education, Skills and Training","180,000"
CHESHIRE HOMES SOCIETY OF BRITISH COLUMBIA,Public Safety and Solicitor General,"145,926"
CHESHIRE HOMES SOCIETY OF BRITISH COLUMBIA,Social Development and Poverty Reduction,"91,508"
CHESLATTA CARRIER NATION,Children and Family Development,"30,000"
CHESLATTA CARRIER NATION,"Forests, Lands, Natural Resource Operations and Rural Development","8,500"
CHESLATTA CARRIER NATION,Indigenous Relations and Reconciliation,"536,935"
CHETWYND CHILD CARE SOCIETY,Children and Family Development,"45,403"
CHETWYND PUBLIC LIBRARY,Education,"71,419"
CHETWYND SOCIETY FOR COMMUNITY LIVING,Children and Family Development,"43,356"
"CHEUNG, JESSICA ON KI",Children and Family Development,"73,198"
"CHHOKAR, RANJIT K",Children and Family Development,"27,141"
"CHIBANGU, LAWRENCE",Children and Family Development,"171,748"
"CHICHAK, CHELSEY",Children and Family Development,"62,126"
CHIEF & COUNCILLORS OF THE LOWER NICOLA INDIAN BAND,Education,"600,441"
CHIEF & COUNCILLORS OF UPPER NICOLA BAND,Education,"76,578"
CHIEF AND COUNCIL KAMLOOPS INDIAN BAND,Education,"923,913"
CHILD ABUSE PREVENTION AND COUNSELLING SOCIETY OF GREATER VICTORIA,Attorney General,"7,500"
CHILD ABUSE PREVENTION AND COUNSELLING SOCIETY OF GREATER VICTORIA,Children and Family Development,"562,876"
CHILD ABUSE PREVENTION AND COUNSELLING SOCIETY OF GREATER VICTORIA,Public Safety and Solicitor General,"211,786"
CHILD DAY CARE PROGRAM,Children and Family Development,"132,006,076"
CHILD DEVELOPMENT CENTRE SOCIETY OF FORT ST. JOHN AND DISTRICT,Children and Family Development,"2,309,578"
CHILD'S PLAY PHYSIOTHERAPY,Children and Family Development,"139,099"
CHILDHOOD CONNECTIONS – OKANAGAN FAMILY & CHILDCARE SOCIETY,Children and Family Development,"214,552"
CHILDHOOD OBESITY FOUNDATION,Health,"1,000,000"
CHILDREN OF INTEGRITY MONTESSORI ACADEMY OF LEARNING INC.,Children and Family Development,"51,098"
CHILDREN OF INTEGRITY MONTESSORI ACADEMY OF LEARNING SOCIETY,Education,"269,312"
CHILDREN OF THE ISLAND CHILDCARE CENTRE INC.,Children and Family Development,"776,671"
CHILDREN OF THE STREET SOCIETY,Attorney General,"100,000"
CHILDREN'S & WOMEN'S HEALTH CENTRE OF BRITISH COLUMBIA BRANCH,Children and Family Development,"1,406,052"
CHILDREN'S CHALLENGE DAYCARE INC.,Children and Family Development,"573,510"
CHILDREN'S CHOICE DAY CARE LTD.,Children and Family Development,"74,996"
CHILDREN'S CIRCLE DAY CARE SOCIETY,Attorney General,"43,000"
CHILDREN'S CIRCLE DAY CARE SOCIETY,Children and Family Development,"486,416"
CHILDREN'S HEARING AND SPEECH CENTRE OF BC INC.,Attorney General,"117,000"
CHILDREN'S HEARING AND SPEECH CENTRE OF BC INC.,Children and Family Development,"26,423"
CHILDREN'S HEARING AND SPEECH CENTRE OF BC INC.,Education,"259,378"
CHILDREN'S HOSPITAL OF WISCONSIN,Health,"26,926"
CHILDREN'S HOSPITAL–BOSTON,Health,"29,545"
CHILDREN'S UNIVERSITY MEDICAL GROUP,Health,"50,226"
CHILDREN'S–HOUSE MONTESSORI PRE–SCHOOL SOCIETY,Attorney General,"16,000"
CHILDREN'S–HOUSE MONTESSORI PRE–SCHOOL SOCIETY,Children and Family Development,"27,057"
CHILDRENS SURGICAL FOUNDATION,Health,"84,629"
CHILLIWACK AMATEUR RADIO CLUB,Attorney General,"67,000"
CHILLIWACK CENTRAL ELEMENTARY COMMUNITY SCHOOL SOCIETY,Attorney General,"7,000"
CHILLIWACK CENTRAL ELEMENTARY COMMUNITY SCHOOL SOCIETY,Children and Family Development,"24,429"
CHILLIWACK CHILD GROWTH SOCIETY,"Advanced Education, Skills and Training",622
CHILLIWACK CHILD GROWTH SOCIETY,Children and Family Development,"200,235"
CHILLIWACK CHRISTIAN SCHOOL SOCIETY,Children and Family Development,"6,752"
CHILLIWACK CHRISTIAN SCHOOL SOCIETY,Education,"2,515,699"
CHILLIWACK COMMUNITY ARTS COUNCIL,"Tourism, Arts and Culture","25,000"
CHILLIWACK COMMUNITY SERVICES,Attorney General,"100,000"
CHILLIWACK COMMUNITY SERVICES,Children and Family Development,"1,931,195"
CHILLIWACK COMMUNITY SERVICES,"Jobs, Trade and Technology","95,000"
CHILLIWACK COMMUNITY SERVICES,Public Safety and Solicitor General,"149,525"
CHILLIWACK CRIME PREVENTION SOCIETY,Public Safety and Solicitor General,"71,440"
CHILLIWACK CURLING CLUB,Attorney General,"36,300"
CHILLIWACK HOSPICE SOCIETY,Attorney General,"100,000"
CHILLIWACK LIFESTYLES (2006) HOLDINGS LTD.,Social Development and Poverty Reduction,"67,662"
CHILLIWACK MINOR HOCKEY ASSOCIATION,Attorney General,"200,000"
CHILLIWACK MUSEUM AND HISTORICAL SOCIETY,"Tourism, Arts and Culture","26,100"
CHILLIWACK RESTORATIVE JUSTICE AND YOUTH ADVOCACY ASSOCIATION,Attorney General,"42,000"
CHILLIWACK RESTORATIVE JUSTICE AND YOUTH ADVOCACY ASSOCIATION,Public Safety and Solicitor General,"5,000"
CHILLIWACK SEARCH AND RESCUE SOCIETY,Attorney General,"68,000"
CHILLIWACK SEARCH AND RESCUE SOCIETY,Public Safety and Solicitor General,"3,963"
CHILLIWACK SENIOR SECONDARY SCHOOL P A C,Attorney General,"26,208"
CHILLIWACK SOCIETY FOR COMMUNITY LIVING,"Advanced Education, Skills and Training","1,205"
CHILLIWACK SOCIETY FOR COMMUNITY LIVING,Children and Family Development,"1,031,015"
CHILLIWACK SOCIETY FOR COMMUNITY LIVING,Social Development and Poverty Reduction,"5,333"
CHILLIWACK TAXI LTD.,Children and Family Development,"5,872"
CHILLIWACK TAXI LTD.,Public Safety and Solicitor General,27
CHILLIWACK TAXI LTD.,Social Development and Poverty Reduction,"19,264"
CHIMO COMMUNITY SERVICES SOCIETY,Attorney General,"85,000"
CHIMO COMMUNITY SERVICES SOCIETY,Public Safety and Solicitor General,"357,243"
CHINESE COMMUNITY POLICING CENTRE,Attorney General,"41,000"
CHINESE COMMUNITY POLICING CENTRE,Public Safety and Solicitor General,"82,753"
"CHIRKOFF, CATHERINE",Children and Family Development,"44,352"
"CHISHOLM, SHIRLEY",Children and Family Development,"99,663"
"CHOHAN, BRENDA",Children and Family Development,"122,705"
CHOICE SCHOOL FOR GIFTED CHILDREN SOCIETY,Education,"650,985"
CHOICES ADOPTION & COUNSELLING SERVICES,Children and Family Development,"115,787"
CHOICES: FUTURES & FAMILIES SOCIETY OF B C,Attorney General,"50,000"
"CHONG, RENEE",Children and Family Development,"74,900"
CHOO CHOO LET'S GO CHILDCARE CENTRE/ CENTRE DE GARDE INC,Children and Family Development,"74,560"
"CHOO, LEON",Children and Family Development,"40,474"
CHOR LEONI MEN'S CHOIR,Attorney General,"25,000"
CHOR LEONI MEN'S CHOIR,"Tourism, Arts and Culture","35,000"
CHOU & CHIN EDUCATION INC.,Children and Family Development,"38,778"
CHRIS ROSE THERAPY CENTRE FOR AUTISM SOCIETY,Attorney General,"65,000"
CHRIS ROSE THERAPY CENTRE FOR AUTISM SOCIETY,Children and Family Development,"247,048"
CHRIST CHURCH CATHEDRAL EDUCATIONAL SOCIETY,Children and Family Development,"191,236"
CHRIST CHURCH CATHEDRAL EDUCATIONAL SOCIETY,Education,"956,302"
"CHRISTENSEN, BERK STIRTON",Children and Family Development,"150,076"
"CHRISTENSON, SHELLY & CHRISTENSON, DARREN",Children and Family Development,"92,838"
CHRISTIAN AND MISSIONARY ALLIANCE – CANADIAN PACIFIC DISTRICT,Children and Family Development,"264,013"
CHRISTIAN HOME E–SCHOOL SOCIETY,Education,"1,576,877"
CHRISTIAN LIFE ASSEMBLY,Children and Family Development,"69,855"
CHRISTIAN LIFE CENTRE OF FORT ST. JOHN,Education,"716,572"
CHRISTIAN LIFE CHILDREN'S CENTRE SOCIETY,"Advanced Education, Skills and Training","2,233"
CHRISTIAN LIFE CHILDREN'S CENTRE SOCIETY,Children and Family Development,"367,246"
CHRISTIAN OUTREACH OF CANADA,Children and Family Development,"4,395"
CHRISTIAN OUTREACH OF CANADA,Education,"1,084,501"
CHRISTIAN SCHOOL ASSOCIATION OF BURNABY,Education,"3,111,024"
CHRISTINA LAKE STEWARDSHIP SOCIETY,Attorney General,"42,900"
"CHRISTMAS, LAURA L",Children and Family Development,"60,429"
CHRYSALIS DRUG & ALCOHOL ABUSE RECOVERY SOCIETY,Attorney General,"112,000"
CHRYSALIS DRUG & ALCOHOL ABUSE RECOVERY SOCIETY,Social Development and Poverty Reduction,"159,569"
CHU DE QUEBEC,Health,"79,825"
"CHUDLEIGH, ROBERT ROY",Children and Family Development,"62,980"
CHURCH OF THE NAZARENE CANADA PACIFIC DISTRICT,Children and Family Development,"131,697"
"CIMPAN, RODICA",Children and Family Development,"75,224"
CINEVIC SOCIETY OF INDEPENDENT FILMMAKERS,Attorney General,"33,000"
CINEVIC SOCIETY OF INDEPENDENT FILMMAKERS,"Tourism, Arts and Culture","28,930"
CINEWORKS INDEPENDENT FILMMAKERS SOCIETY,Attorney General,"26,000"
CINEWORKS INDEPENDENT FILMMAKERS SOCIETY,"Tourism, Arts and Culture","37,380"
CIRCLE OF FRIENDS DAYCARE CENTRE LTD.,Children and Family Development,"100,016"
CIRCLE OF FRIENDS SERVICES,Children and Family Development,"175,734"
CIRCLE OF INDIGENOUS NATIONS SOCIETY,Children and Family Development,"568,841"
CIRKIDS SCHOOL OF CIRCUS ARTS SOCIETY,Attorney General,"60,500"
"CISNEROS–NEUMANN, JUAN","Tourism, Arts and Culture","25,000"
"CITTON, NICOLAS J","Tourism, Arts and Culture","25,000"
CITY CENTRE CARE SOCIETY,Social Development and Poverty Reduction,"568,050"
CITY HALL CHILD CARE SOCIETY,Attorney General,"20,000"
CITY HALL CHILD CARE SOCIETY,Children and Family Development,"274,764"
CITY LIFE CHURCH,Children and Family Development,"11,699"
CITY LIFE CHURCH,Education,"2,137,894"
CITY OF ABBOTSFORD,Attorney General,"1,341,247"
CITY OF ABBOTSFORD,Children and Family Development,"27,779"
CITY OF ABBOTSFORD,Municipal Affairs and Housing,"2,168,658"
CITY OF ABBOTSFORD,Public Safety and Solicitor General,"785,479"
CITY OF ABBOTSFORD,Social Development and Poverty Reduction,"17,015"
CITY OF ARMSTRONG,Municipal Affairs and Housing,"566,454"
CITY OF ARMSTRONG,Public Safety and Solicitor General,"101,795"
CITY OF BURNABY,Children and Family Development,"1,800,000"
CITY OF BURNABY,Municipal Affairs and Housing,"2,758,393"
CITY OF BURNABY,Public Safety and Solicitor General,"223,165"
CITY OF BURNABY–CASINO ACCOUNT,Attorney General,"12,628,948"
CITY OF CAMPBELL RIVER,Attorney General,"896,057"
CITY OF CAMPBELL RIVER,Children and Family Development,"170,239"
CITY OF CAMPBELL RIVER,Municipal Affairs and Housing,"411,361"
CITY OF CAMPBELL RIVER,Public Safety and Solicitor General,"147,525"
CITY OF CAMPBELL RIVER,Social Development and Poverty Reduction,"3,075"
CITY OF CASTLEGAR,Attorney General,"581,206"
CITY OF CASTLEGAR,Municipal Affairs and Housing,"778,963"
CITY OF CASTLEGAR,Public Safety and Solicitor General,"192,829"
CITY OF CHILLIWACK,Attorney General,"2,161,739"
CITY OF CHILLIWACK,Children and Family Development,"9,233"
CITY OF CHILLIWACK,Municipal Affairs and Housing,"1,277,658"
CITY OF CHILLIWACK,Public Safety and Solicitor General,"1,241,308"
CITY OF COLWOOD,Municipal Affairs and Housing,"386,322"
CITY OF COLWOOD,Public Safety and Solicitor General,"2,700"
CITY OF COQUITLAM,Attorney General,"7,376,283"
CITY OF COQUITLAM,Municipal Affairs and Housing,"1,500,904"
CITY OF COQUITLAM,Public Safety and Solicitor General,"326,354"
CITY OF COQUITLAM,Social Development and Poverty Reduction,"8,578"
CITY OF COQUITLAM,Transportation and Infrastructure,"147,875"
CITY OF COURTENAY,Attorney General,"1,084,236"
CITY OF COURTENAY,Children and Family Development,"78,660"
CITY OF COURTENAY,Municipal Affairs and Housing,"247,958"
CITY OF COURTENAY,Public Safety and Solicitor General,"241,258"
CITY OF COURTENAY,Social Development and Poverty Reduction,"2,865"
CITY OF DAWSON CREEK,Attorney General,"682,655"
CITY OF DAWSON CREEK,Children and Family Development,"2,372"
CITY OF DAWSON CREEK,Finance,50
CITY OF DAWSON CREEK,Municipal Affairs and Housing,"16,282,461"
CITY OF DAWSON CREEK,Public Safety and Solicitor General,"491,879"
CITY OF DAWSON CREEK,Social Development and Poverty Reduction,"2,329"
CITY OF DELTA,Children and Family Development,"13,181"
CITY OF DELTA,"Forests, Lands, Natural Resource Operations and Rural Development","22,500"
CITY OF DELTA,Municipal Affairs and Housing,"3,274,775"
CITY OF DELTA,Public Safety and Solicitor General,"646,344"
CITY OF DELTA,Transportation and Infrastructure,"538,098"
CITY OF DUNCAN,Municipal Affairs and Housing,"538,988"
CITY OF ENDERBY,Municipal Affairs and Housing,"462,870"
CITY OF ENDERBY,Public Safety and Solicitor General,"2,833"
CITY OF FERNIE,Municipal Affairs and Housing,"526,284"
CITY OF FERNIE,Public Safety and Solicitor General,"737,886"
CITY OF FERNIE,Social Development and Poverty Reduction,235
CITY OF FERNIE,"Tourism, Arts and Culture","323,847"
CITY OF FORT ST. JOHN,Attorney General,"900,982"
CITY OF FORT ST. JOHN,Municipal Affairs and Housing,"24,529,011"
CITY OF FORT ST. JOHN,Public Safety and Solicitor General,"115,381"
CITY OF GREENWOOD,Municipal Affairs and Housing,"424,614"
CITY OF GREENWOOD,Public Safety and Solicitor General,"1,103,466"
CITY OF KAMLOOPS,Attorney General,"2,630,875"
CITY OF KAMLOOPS,Children and Family Development,"31,048"
CITY OF KAMLOOPS,Municipal Affairs and Housing,"1,406,331"
CITY OF KAMLOOPS,Public Safety and Solicitor General,"427,473"
CITY OF KAMLOOPS,Social Development and Poverty Reduction,"27,339"
CITY OF KAMLOOPS,Transportation and Infrastructure,"400,000"
